"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"3","ASV_0003",8.79894042900836e-05,0.00541134836384014,-6.56837879904687,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Genus_Prevotella"
"4","ASV_0005",0.000248239947792663,0.00763337839462438,-5.21393878327027,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","intestinalis"
"5","ASV_0006",0.00476425925332303,0.0302105707245995,1.7255752968033,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Order_Clostridiales","Order_Clostridiales","Order_Clostridiales"
"8","ASV_0009",0.00920242405710047,0.0452822323850715,3.66458842183801,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas","Genus_Sellimonas"
"10","ASV_0012",0.000324483310206367,0.00798228943107664,2.97484720868906,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia/Shigella","albertii/boydii/coli/coli,/dysenteriae/fergusonii/flexneri/sonnei/vulneris"
"11","ASV_0013",0.00544307963241937,0.0302105707245995,-2.84332729018602,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","animalis"
"13","ASV_0016",0.00126986468442002,0.0156193356183662,1.99143078146855,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","intestinalis"
"21","ASV_0029",0.000921327369027113,0.0156193356183662,3.55415264359579,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Genus_Rothia"
"25","ASV_0036",0.00322246459161863,0.0264242096512727,1.26923524566189,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","argenteus/aureus/equorum/haemolyticus/lugdunensis/simiae"
"28","ASV_0043",0.00072417055815736,0.0148454964422259,2.2290911925552,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","goldsteinii"
"31","ASV_0046",0.00920370576932347,0.0452822323850715,3.36146504841503,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila","wadsworthia"
"42","ASV_0074",0.00271986765588939,0.0238959801195996,0.74978760729588,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Peptococcus","Genus_Peptococcus"
"43","ASV_0078",0.00543009888475543,0.0302105707245995,1.21290533767117,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Ihubacter","Genus_Ihubacter"
"45","ASV_0086",0.00551958885328386,0.0302105707245995,-3.2243717557777,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus","Genus_Monoglobus"
"46","ASV_0087",1.31278444224038e-05,0.00161472486395566,4.48496924234215,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena","Genus_Longicatena"
"56","ASV_0114",0.000172778471203021,0.00708391731932386,-2.44714131149921,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","obesi"
