"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"3","ASV_0003",3.69434384962298e-06,0.000197055272903538,1.60085639380554,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"4","ASV_0005",0.0138411148130274,0.0471462973318745,0.371682580031953,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"11","ASV_0013",5.42353962119829e-06,0.000197055272903538,1.03725143598118,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"19","ASV_0025",0.0105816867775379,0.038446795291721,0.264462802441654,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella",NA
"22","ASV_0029",0.000116064598481465,0.00158138015430996,-0.981700116738478,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",NA
"28","ASV_0044",0.00502095795019052,0.0228035173571153,-1.56489839575475,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio",NA
"29","ASV_0046",0.00341237201648168,0.0169067522634774,-0.408715604051347,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA
"31","ASV_0052",0.00197440923959563,0.0102481241483773,0.570165989629056,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum",NA
"39","ASV_0078",0.00608522538266911,0.023541838637252,-0.518712425288292,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Ihubacter",NA
"41","ASV_0086",0.000750980130541001,0.00503490920475442,0.96068214282887,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus",NA
"42","ASV_0087",8.68827477962592e-06,0.000236755487744806,-1.45131037735169,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena",NA
"43","ASV_0089",0.00626342495853494,0.023541838637252,-0.858095810857359,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII",NA
"46","ASV_0100",0.000474890705219595,0.00424569692598251,-0.751356352042637,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"48","ASV_0110",2.30072075582933e-05,0.000501557124770793,-1.61070599108892,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"49","ASV_0113",0.00453509786044471,0.021492420295151,2.54092548669814,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Agathobaculum",NA
"51","ASV_0125",0.00532400603490324,0.0232126663121781,-2.23434742519891,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus",NA
"52","ASV_0128",0.00124416446044087,0.00678069630940272,-0.985023891918692,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pseudoflavonifractor",NA
"53","ASV_0132",0.00602056523745579,0.023541838637252,0.697321503135314,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Dysosmobacter",NA
"55","ASV_0141",0.000785261068631423,0.00503490920475442,0.729862954832568,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Class_Clostridia","Class_Clostridia","Class_Clostridia",NA
