"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1","ASV_0001",0.0168504057398488,0.0478551523011705,1.2494837095247,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","Genus_Romboutsia"
"3","ASV_0003",3.9446771521988e-11,5.60144155612229e-09,-6.37435744712678,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Genus_Prevotella"
"4","ASV_0005",0.00297514239217777,0.0120705777054069,-2.44478386097037,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","intestinalis"
"5","ASV_0006",0.000255454841126686,0.00198283797683039,1.78158563865949,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Order_Clostridiales","Order_Clostridiales","Order_Clostridiales"
"10","ASV_0012",0.0102615761523851,0.0316770394269279,1.79536901761802,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia/Shigella","albertii/boydii/coli/coli,/dysenteriae/fergusonii/flexneri/sonnei/vulneris"
"11","ASV_0013",3.24036924268661e-05,0.000511258258290554,-3.25147263728867,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","animalis"
"14","ASV_0016",0.00876090661929299,0.0289313660451071,1.48515123250796,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","intestinalis"
"16","ASV_0018",0.0102043916221065,0.0316770394269279,2.23311901663731,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Family_Clostridiaceae_1","Family_Clostridiaceae_1"
"17","ASV_0019",0.00545288530430461,0.0203765714002962,1.1292781523332,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","Genus_Intestinimonas"
"18","ASV_0021",9.54567449021542e-06,0.000225914296268432,3.20545899879955,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","acidophilus/gasseri/johnsonii/taiwanensis"
"23","ASV_0029",7.13560815036414e-05,0.000779427967193622,2.74745816890572,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Genus_Rothia"
"24","ASV_0030",0.000834544651272624,0.00515240610785707,1.27383228300793,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","inops"
"25","ASV_0032",0.000771012315183403,0.0049765340343656,1.38080527484101,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Family_Ruminococcaceae","Family_Ruminococcaceae"
"31","ASV_0043",8.50712228465197e-05,0.000853308573996075,1.62801063751778,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","goldsteinii"
"32","ASV_0044",0.00589548624475364,0.021465616583462,2.74676364215588,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio","Genus_Butyrivibrio"
