"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"3","ASV_0003",2.77759923193279e-06,0.000162489555068068,-6.94812469303074,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Genus_Prevotella"
"4","ASV_0005",0.00129825892043285,0.0151896293690643,-4.09990181025645,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","intestinalis"
"5","ASV_0006",0.00307836005291343,0.0257262947279194,1.95108410803037,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Order_Clostridiales","Order_Clostridiales","Order_Clostridiales"
"19","ASV_0024",0.00524064101987039,0.0329687952589104,0.719714748226213,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Mailhella","Genus_Mailhella"
"29","ASV_0043",0.00121080777167146,0.0151896293690643,2.25292707688136,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","goldsteinii"
"32","ASV_0046",0.000305842774842595,0.00694293218059249,3.26191760480289,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila","wadsworthia"
"44","ASV_0086",0.000351625269299436,0.00694293218059249,-4.0933657581112,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus","Genus_Monoglobus"
"46","ASV_0089",0.00146145314685647,0.0155445471074734,3.1253515647953,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII","cocleatum"
"47","ASV_0090",0.00535390692238716,0.0329687952589104,0.779094774555136,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Family_Desulfovibrionaceae","Family_Desulfovibrionaceae"
"54","ASV_0110",1.08200210028122e-06,0.000126594245732903,3.52864817934727,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Genus_Enterococcus"
"56","ASV_0114",8.18747008261475e-05,0.00319311333221975,-2.156656819186,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","obesi"
"61","ASV_0124",0.0017927572030287,0.0174793827295298,-2.61929874136239,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"65","ASV_0135",0.00509543838187081,0.0329687952589104,-2.02601947333072,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"66","ASV_0141",0.00829896546742352,0.0462370933185025,-2.1149716048044,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Class_Clostridia","Class_Clostridia","Class_Clostridia","Class_Clostridia"
"71","ASV_0152",0.000387069947518165,0.00694293218059249,-4.51243323488984,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Family_Prevotellaceae","Family_Prevotellaceae"
"72","ASV_0154",0.000415389104821773,0.00694293218059249,2.67649187472257,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","Genus_Anaerotruncus"
"82","ASV_0187",0.00513433598557915,0.0329687952589104,1.96961627139628,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Mucinivorans","Genus_Mucinivorans"
"89","ASV_0214",0.00782511268001527,0.0457769091780893,2.11555200315664,"LF_CTRL>HF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","casseliflavus/faecium/gallinarum/saccharolyticus"
"96","ASV_0260",0.00296458984126032,0.0257262947279194,-2.30992852554702,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","senegalensis"
"106","ASV_0345",0.00099929431808426,0.0146146794019823,-2.60953895059161,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Order_Bacteroidales","Order_Bacteroidales","Order_Bacteroidales"
"111","ASV_0390",0.00481522204042524,0.0329687952589104,-2.55103389118372,"HF_CTRL>LF_CTRL","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Genus_Lactobacillus"
