"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"3","ASV_0003",2.65090623463064e-05,0.0008217809327355,-6.43310528553596,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"4","ASV_0005",0.000374701360312015,0.00497817521557392,-4.82421200328914,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"10","ASV_0012",0.00187677498737067,0.0145450061521227,2.30623153469717,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia/Shigella",NA
"11","ASV_0013",0.00124036719541487,0.0104867408339621,-3.34652986942601,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"19","ASV_0029",0.00057190375742027,0.00664838118001063,2.46957851576712,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",NA
"22","ASV_0034",0.00593755694500173,0.0347732958970701,-4.07366618858041,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA
"24","ASV_0044",6.8243391957016e-05,0.00129964603024472,5.19345249017637,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio",NA
"26","ASV_0046",0.0044987656681577,0.0298846576527619,3.06435161642126,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA
"30","ASV_0058",0.00102582567740936,0.00954017879990708,-4.19173666737207,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"35","ASV_0086",6.98734424862753e-05,0.00129964603024472,-3.47040573458297,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus",NA
"36","ASV_0087",3.38456717460737e-06,0.000314764747238485,4.22908791867457,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena",NA
"46","ASV_0125",0.0108081980450327,0.0478648770565733,3.05674001656443,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus",NA
"54","ASV_0152",1.66998304074091e-05,0.000776542113944522,-4.30666987355405,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Family_Prevotellaceae",NA
"55","ASV_0154",0.00742509111940381,0.0366091711671308,1.52363667207179,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA
"68","ASV_0203",0.000291644593150358,0.00452049119383055,2.39350910645968,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Family_Peptococcaceae_1",NA
"69","ASV_0211",0.00598250251992604,0.0347732958970701,2.64493065582816,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelatoclostridium",NA
"70","ASV_0218",0.00691388168978536,0.0366091711671308,1.69218851658906,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli",NA
"76","ASV_0249",0.00857535671491567,0.0398754087243579,-2.72125132601807,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Family_Atopobiaceae",NA
"79","ASV_0275",0.000802220270538677,0.00828960946223299,3.64119597075503,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster",NA
"84","ASV_0345",0.007479293034145,0.0366091711671308,-1.84969304713921,"HF_PFOS>LF_PFOS","t-test - CLR (ttc)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Order_Bacteroidales","Order_Bacteroidales",NA
"85","ASV_0364",0.00262694685644864,0.0187927736653633,1.45776026207049,"LF_PFOS>HF_PFOS","t-test - CLR (ttc)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens",NA
